MDC (01-25),ΚΩΔΙΚΟΣ ΚΕΝ (όλοι οι ΑλφΑβητικί ΧΑρΑκτήρες θΑ πρέπει νΑ είνΑι στΑ ΕΛΛΗΝΙΚΑ),ΚΩΔΙΚΟΣ ICD-10 (όλοι οι αλβαβητικοί χαρακτήρες θα πρέπει να είναι στα Αγγλικά)
5.0,Κ45Μα,A54.8
5.0,Κ45Μα,A39.5
5.0,Κ45Μα,A52.0
5.0,Κ45Μα,A18.8
5.0,Κ45Μα,J10.8
5.0,Κ45Μα,J11.8
5.0,Κ45Μα,B26.8
5.0,Κ45Μα,B57.2
5.0,Κ45Μα,B57.0
5.0,Κ45Μα,B58.8
5.0,Κ45Μα,M05.3
5.0,Κ45Μα,D86.8
5.0,Κ45Μα,A36.8
5.0,Κ45Μα,E85
5.0,Κ45Μα,E63.9
5.0,Κ45Μα,E05.9
5.0,Κ45Μα,I50.0 
5.0,Κ45Μα,I50.1 
5.0,Κ45Μα,I50.9 
5.0,Κ45Μα,I51.0 
5.0,Κ45Μα,I51.1 
5.0,Κ45Μα,I51.2 
5.0,Κ45Μα,I51.3 
5.0,Κ45Μα,I51.4 
5.0,Κ45Μα,I51.5 
5.0,Κ45Μα,I51.6 
5.0,Κ45Μα,I51.7 
5.0,Κ45Μα,I51.8 
5.0,Κ45Μα,I51.9 
5.0,Κ45Μα,I52.0* 
5.0,Κ45Μα,A39.5
5.0,Κ45Μα,I52.1* 
5.0,Κ45Μα,B65
5.0,Κ45Μα,I52.8* 
5.0,Κ45Μα,I46.0 
5.0,Κ45Μα,I98.0* 
5.0,Κ45Μα,I98.1* 
5.0,Κ45Μα,A52.0
5.0,Κ45Μα,A50.5
5.0,Κ45Μα,B57.2
5.0,Κ45Μα,A67.2
5.0,Κ45Μα,I98.8* 
5.0,Κ45Μα,I98.9 
5.0,Κ45Μα,T82.0
5.0,Κ45Μα,T82.1
5.0,Κ45Μα,T82.2
5.0,Κ45Μα,T82.3
5.0,Κ45Μα,T82.4
5.0,Κ45Μα,T82.5
5.0,Κ45Μα,T82.6
5.0,Κ45Μα,T82.7
5.0,Κ45Μα,T82.8
5.0,Κ45Μα,T82.9
5.0,Κ45Μα,T86.2 
5.0,Κ45Μα,T86.3 
5.0,Κ45Μα,I09 
5.0,Κ45Μα,I24 
5.0,Κ45Μα,I25 
5.0,Κ45Μα,I27 
5.0,Κ45Μα,I28 
5.0,Κ45Μα,I31 
5.0,Κ45Μα,I32* 
5.0,Κ45Μα,I39* 
5.0,Κ45Μα,I41* 
5.0,Κ45Μα,I43* 
5.0,Κ45Μα,I50 
5.0,Κ45Μα,I51 
5.0,Κ45Μα,I52* 
5.0,Κ45Μα,I71 
5.0,Κ45Μα,I46 
5.0,Κ45Μα,I97 
5.0,Κ45Μα,I98* 
5.0,Κ45Μα,I99 
5.0,Κ45Μα,R55 
5.0,Κ45Μα,T82 
5.0,Κ45Μα,T86 
5.0,Κ45Μα,B37.6
5.0,Κ45Μα,A54.8
5.0,Κ45Μα,M32.1
5.0,Κ45Μα,A39.5
5.0,Κ45Μα,M05.3
5.0,Κ45Μα,A52.0
5.0,Κ45Μα,A18.8
5.0,Κ45Μα,A01.0
5.0,Κ45Μβ,I09.0 
5.0,Κ45Μβ,I09.1 
5.0,Κ45Μβ,I09.2 
5.0,Κ45Μβ,I09.8 
5.0,Κ45Μβ,I09.9 
5.0,Κ45Μβ,I24.8 
5.0,Κ45Μβ,I24.9 
5.0,Κ45Μβ,I25.0 
5.0,Κ45Μβ,I25.1 
5.0,Κ45Μβ,I25.2
5.0,Κ45Μβ,B872  
5.0,Κ45Μβ,I25.3 
5.0,Κ45Μβ,I25.4 
5.0,Κ45Μβ,I25.8 
5.0,Κ45Μβ,I25.9 
5.0,Κ45Μβ,I27.1 
5.0,Κ45Μβ,I27.8 
5.0,Κ45Μβ,I27.9 
5.0,Κ45Μβ,I28.0 
5.0,Κ45Μβ,I28.1 
5.0,Κ45Μβ,I28.8 
5.0,Κ45Μβ,I28.9 
5.0,Κ45Μβ,I31.2 
5.0,Κ45Μβ,I31.3 
5.0,Κ45Μβ,I31.8 
5.0,Κ45Μβ,I31.9 
5.0,Κ45Μβ,I32.0* 
5.0,Κ45Μβ,I32.1* 
5.0,Κ45Μβ,I32.8* 
5.0,Κ45Μβ,A54.8
5.0,Κ45Μβ,A39.5
5.0,Κ45Μβ,A52.0
5.0,Κ45Μβ,A18.8
5.0,Κ45Μβ,M05.3
5.0,Κ45Μβ,M32.1
5.0,Κ45Μβ,N18.8
5.0,Κ45Μβ,A36.8
5.0,Κ45Μβ,A54.8
5.0,Κ45Μβ,A39.5
5.0,Κ45Μβ,A53.0
5.0,Κ45Μβ,A18.8
5.0,Κ45Μβ,J10.8
5.0,Κ45Μβ,J11.8
5.0,Κ45Μβ,B26.8
5.0,Κ45Μβ,B57.2
5.0,Κ45Μβ,B57.0
5.0,Κ45Μβ,B58.8
5.0,Κ45Μβ,M05.3
5.0,Κ45Μβ,D86.8
5.0,Κ45Μβ,A36.8
5.0,Κ45Μβ,B85
5.0,Κ45Μβ,E63.9
5.0,Κ45Μβ,E05.9
5.0,Κ45Μβ,A39.5
5.0,Κ45Μβ,B65
5.0,Κ45Μβ,A52.0
5.0,Κ45Μβ,A50.0
5.0,Κ45Μβ,B57.2
5.0,Κ45Μβ,A67.2
5.0,Κ45Μβ,I39.0* 
5.0,Κ45Μβ,I39.1* 
5.0,Κ45Μβ,I39.2* 
5.0,Κ45Μβ,I39.3* 
5.0,Κ45Μβ,I39.4* 
5.0,Κ45Μβ,I39.8* 
5.0,Κ45Μβ,I41.0* 
5.0,Κ45Μβ,I41.1* 
5.0,Κ45Μβ,I41.2* 
5.0,Κ45Μβ,I41.8* 
5.0,Κ45Μβ,I43.0* 
5.0,Κ45Μβ,I43.1* 
5.0,Κ45Μβ,I43.2* 
5.0,Κ45Μβ,I43.8* 
5.0,Κ45Μβ,I51.3 
5.0,Κ45Μβ,I51.4 
5.0,Κ45Μβ,I51.5 
5.0,Κ45Μβ,I51.6 
5.0,Κ45Μβ,I51.7 
5.0,Κ45Μβ,I51.8 
5.0,Κ45Μβ,I51.9 
5.0,Κ45Μβ,I52.0* 
5.0,Κ45Μβ,I52.1* 
5.0,Κ45Μβ,I52.8* 
5.0,Κ45Μβ,I98.0* 
5.0,Κ45Μβ,I98.1* 
5.0,Κ45Μβ,I98.8* 
5.0,Κ45Μβ,I98.9 
5.0,Κ45Μβ,I09 
5.0,Κ45Μβ,I24 
5.0,Κ45Μβ,I25 
5.0,Κ45Μβ,I27 
5.0,Κ45Μβ,I28 
5.0,Κ45Μβ,I31 
5.0,Κ45Μβ,I32* 
5.0,Κ45Μβ,I39* 
5.0,Κ45Μβ,B37.6
5.0,Κ45Μβ,A54.8
5.0,Κ45Μβ,M32.1
5.0,Κ45Μβ,A39.5
5.0,Κ45Μβ,M05.3
5.0,Κ45Μβ,A52.0
5.0,Κ45Μβ,A18.8
5.0,Κ45Μβ,A01.0
5.0,Κ45Μβ,I41* 
5.0,Κ45Μβ,I43* 
5.0,Κ45Μβ,I50 
5.0,Κ45Μβ,I51 
5.0,Κ45Μβ,I52* 
5.0,Κ45Μβ,I97 
5.0,Κ45Μβ,I98* 
5.0,Κ45Μβ,I99 
5.0,Κ45Χ,I24.8 
5.0,Κ45Χ,I24.9 
5.0,Κ45Χ,I25.0 
5.0,Κ45Χ,I25.1 
5.0,Κ45Χ,I25.8 
5.0,Κ45Χ,I25.9 
5.0,Κ45Χ,I27.1 
5.0,Κ45Χ,I27.8 
5.0,Κ45Χ,I27.8 
5.0,Κ45Χ,I27.9 
5.0,Κ45Χ,I28.0 
5.0,Κ45Χ,I28.1 
5.0,Κ45Χ,I28.9 
5.0,Κ45Χ,I28.9 
5.0,Κ45Χ,I31.8 
5.0,Κ45Χ,I51.9 
5.0,Κ45Χ,I98.8* 
5.0,Κ45Χ,I98.9 
5.0,Κ45Χ,I24 
5.0,Κ45Χ,I25 
5.0,Κ45Χ,I27 
5.0,Κ45Χ,I28 
5.0,Κ45Χ,I31 
5.0,Κ45Χ,I51 
5.0,Κ45Χ,I97 
5.0,Κ45Χ,I98* 
5.0,Κ45Χ,I99 
5.0,Κ01Μ,Q20
5.0,Κ01Μ,Q24
5.0,Κ01Μ,R95
5.0,Κ01Μ,R98
5.0,Κ01Μ,G70
5.0,Κ01Μ,G71
5.0,Κ01Μ,G71.0
5.0,Κ01Μ,G71.1
5.0,Κ01Μ,G71.2
5.0,Κ01Μ,G72
5.0,Κ01Μ,I11.0
5.0,Κ01Μ,I13
5.0,Κ01Μ,I13.0
5.0,Κ01Μ,I21.9
5.0,Κ01Μ,I23
5.0,Κ01Μ,I24.9
5.0,Κ01Μ,I25
5.0,Κ01Μ,I39.1*
5.0,Κ01Μ,I42
5.0,Κ01Μ,I42.0
5.0,Κ01Μ,I42.1
5.0,Κ01Μ,I42.2
5.0,Κ01Μ,I42.3
5.0,Κ01Μ,I42.4
5.0,Κ01Μ,I42.5
5.0,Κ01Μ,I42.6
5.0,Κ01Μ,I42.7
5.0,Κ01Μ,I42.8
5.0,Κ01Μ,I43*
5.0,Κ01Μ,I46.1
5.0,Κ01Μ,I47.0
5.0,Κ01Μ,I47.2
5.0,Κ01Μ,I49
5.0,Κ01Μ,I49.0
5.0,Κ01Μ,I49.3
5.0,Κ01Μ,I49.4
5.0,Κ01Μ,I49.9
5.0,Κ01Μ,I50
5.0,Κ01Μ,I50.0
5.0,Κ01Μ,I50.1
5.0,Κ01Μ,I50.9
5.0,Κ01Μ,I51.9
5.0,Κ01Μ,I52*
5.0,Κ01Μ,I52.0*
5.0,Κ01Μ,I52.1*
5.0,Κ01Μ,I52.8*
5.0,Κ01Μ,J93
5.0,Κ01Μ,J95
5.0,Κ01Μ,T81
5.0,Κ01Μ,T82
5.0,Κ01Μ,W84
5.0,Κ01Μ,Y60
5.0,Κ01Μ,Y61
5.0,Κ01Μ,Y62
5.0,Κ01Μ,Y63
5.0,Κ01Μ,Y64
5.0,Κ01Μ,Y65
5.0,Κ01Μ,Y69
5.0,Κ01Μ,Y84
5.0,Κ01Μ,Y95
5.0,Κ01Μ,I31.2
5.0,Κ01Μ,I31.3
5.0,Κ01Μ,I31.9
5.0,Κ01Μ,I33
5.0,Κ01Μ,I33.0
5.0,Κ01Μ,I38
5.0,Κ01Μ,I39*
5.0,Κ01Μ,I82
5.0,Κ01Μ,I82.2
5.0,Κ01Μ,I82.8
5.0,Κ01Μ,I95
5.0,Κ01Μ,I97
5.0,Κ01Μ,I98.1*
5.0,Κ01Μ,J93
5.0,Κ01Μ,J94.0
5.0,Κ01Μ,J94.2
5.0,Κ01Μ,J94.8
5.0,Κ01Μ,J95
5.0,Κ01Μ,J95.8
5.0,Κ01Μ,J95.9
5.0,Κ01Μ,T80.0
5.0,Κ01Μ,T80.5
5.0,Κ01Μ,T81
5.0,Κ01Μ,T81.0
5.0,Κ01Μ,T81.1
5.0,Κ01Μ,T81.2
5.0,Κ01Μ,T81.3
5.0,Κ01Μ,T81.4
5.0,Κ01Μ,T81.5
5.0,Κ01Μ,T81.6
5.0,Κ01Μ,T81.7
5.0,Κ01Μ,T81.8
5.0,Κ01Μ,T82.1
5.0,Κ01Μ,T82.7
5.0,Κ01Μ,T82.8
5.0,Κ01Μ,T82.9
5.0,Κ01Μ,Y61
5.0,Κ01Μ,Y62
5.0,Κ01Μ,Y62.5
5.0,Κ01Μ,Y62.6
5.0,Κ01Μ,Y62.8
5.0,Κ01Μ,Y62.9
5.0,Κ01Μ,Y63
5.0,Κ01Μ,Y63.0
5.0,Κ01Μ,Y63.1
5.0,Κ01Μ,Y63.2
5.0,Κ01Μ,Y63.3
5.0,Κ01Μ,Y63.6
5.0,Κ01Μ,Y63.8
5.0,Κ01Μ,Y63.9
5.0,Κ01Μ,Y64
5.0,Κ01Μ,Y64.0
5.0,Κ01Μ,Y64.1
5.0,Κ01Μ,Y64.8
5.0,Κ01Μ,Y64.9
5.0,Κ01Μ,Y65
5.0,Κ01Μ,Y65.0
5.0,Κ01Μ,Y65.1
5.0,Κ01Μ,Y66
5.0,Κ01Μ,Y69
5.0,Κ01Μ,Y84
5.0,Κ01Μ,Y88.0
5.0,Κ01Μ,Y88.1
5.0,Κ01Μ,Y88.2
5.0,Κ01Μ,Y88.3
5.0,Κ01Χ,Q20
5.0,Κ01Χ,Q24
5.0,Κ01Χ,R95
5.0,Κ01Χ,R98
5.0,Κ01Χ,G70
5.0,Κ01Χ,G71
5.0,Κ01Χ,G71.0
5.0,Κ01Χ,G71.1
5.0,Κ01Χ,G71.2
5.0,Κ01Χ,G72
5.0,Κ01Χ,I11.0
5.0,Κ01Χ,I13
5.0,Κ01Χ,I13.0
5.0,Κ01Χ,I21.9
5.0,Κ01Χ,I23
5.0,Κ01Χ,I24.9
5.0,Κ01Χ,I25
5.0,Κ01Χ,I39.1*
5.0,Κ01Χ,I42
5.0,Κ01Χ,I42.0
5.0,Κ01Χ,I42.1
5.0,Κ01Χ,I42.2
5.0,Κ01Χ,I42.3
5.0,Κ01Χ,I42.4
5.0,Κ01Χ,I42.5
5.0,Κ01Χ,I42.6
5.0,Κ01Χ,I42.7
5.0,Κ01Χ,I42.8
5.0,Κ01Χ,I43*
5.0,Κ01Χ,I46.1
5.0,Κ01Χ,I47.0
5.0,Κ01Χ,I47.2
5.0,Κ01Χ,I49
5.0,Κ01Χ,I49.0
5.0,Κ01Χ,I49.3
5.0,Κ01Χ,I49.4
5.0,Κ01Χ,I49.9
5.0,Κ01Χ,I50
5.0,Κ01Χ,I50.0
5.0,Κ01Χ,I50.1
5.0,Κ01Χ,I50.9
5.0,Κ01Χ,I51.9
5.0,Κ01Χ,I52*
5.0,Κ01Χ,I52.0*
5.0,Κ01Χ,I52.1*
5.0,Κ01Χ,I52.8*
5.0,Κ01Χ,J93
5.0,Κ01Χ,J95
5.0,Κ01Χ,T81
5.0,Κ01Χ,T82
5.0,Κ01Χ,W84
5.0,Κ01Χ,Y60
5.0,Κ01Χ,Y61
5.0,Κ01Χ,Y62
5.0,Κ01Χ,Y63
5.0,Κ01Χ,Y64
5.0,Κ01Χ,Y65
5.0,Κ01Χ,Y69
5.0,Κ01Χ,Y84
5.0,Κ01Χ,Y95
5.0,Κ01Χ,I31.2
5.0,Κ01Χ,I31.3
5.0,Κ01Χ,I31.9
5.0,Κ01Χ,I33
5.0,Κ01Χ,I33.0
5.0,Κ01Χ,I38
5.0,Κ01Χ,I39*
5.0,Κ01Χ,I82
5.0,Κ01Χ,I82.2
5.0,Κ01Χ,I82.8
5.0,Κ01Χ,I95
5.0,Κ01Χ,I97
5.0,Κ01Χ,I98.1*
5.0,Κ01Χ,J93
5.0,Κ01Χ,J94.0
5.0,Κ01Χ,J94.2
5.0,Κ01Χ,J94.8
5.0,Κ01Χ,J95
5.0,Κ01Χ,J95.8
5.0,Κ01Χ,J95.9
5.0,Κ01Χ,T80.0
5.0,Κ01Χ,T80.5
5.0,Κ01Χ,T81
5.0,Κ01Χ,T81.0
5.0,Κ01Χ,T81.1
5.0,Κ01Χ,T81.2
5.0,Κ01Χ,T81.3
5.0,Κ01Χ,T81.4
5.0,Κ01Χ,T81.5
5.0,Κ01Χ,T81.6
5.0,Κ01Χ,T81.7
5.0,Κ01Χ,T81.8
5.0,Κ01Χ,T82.1
5.0,Κ01Χ,T82.7
5.0,Κ01Χ,T82.8
5.0,Κ01Χ,T82.9
5.0,Κ01Χ,Y61
5.0,Κ01Χ,Y62
5.0,Κ01Χ,Y62.5
5.0,Κ01Χ,Y62.6
5.0,Κ01Χ,Y62.8
5.0,Κ01Χ,Y62.9
5.0,Κ01Χ,Y63
5.0,Κ01Χ,Y63.0
5.0,Κ01Χ,Y63.1
5.0,Κ01Χ,Y63.2
5.0,Κ01Χ,Y63.3
5.0,Κ01Χ,Y63.6
5.0,Κ01Χ,Y63.8
5.0,Κ01Χ,Y63.9
5.0,Κ01Χ,Y64
5.0,Κ01Χ,Y64.0
5.0,Κ01Χ,Y64.1
5.0,Κ01Χ,Y64.8
5.0,Κ01Χ,Y64.9
5.0,Κ01Χ,Y65
5.0,Κ01Χ,Y65.0
5.0,Κ01Χ,Y65.1
5.0,Κ01Χ,Y66
5.0,Κ01Χ,Y69
5.0,Κ01Χ,Y84
5.0,Κ01Χ,Y88.0
5.0,Κ01Χ,Y88.1
5.0,Κ01Χ,Y88.2
5.0,Κ01Χ,Y88.3
5.0,Κ02Α,Q20
5.0,Κ02Α,Q24
5.0,Κ02Α,R95
5.0,Κ02Α,R98
5.0,Κ02Α,G70
5.0,Κ02Α,G71
5.0,Κ02Α,G71.0
5.0,Κ02Α,G71.1
5.0,Κ02Α,G71.2
5.0,Κ02Α,G72
5.0,Κ02Α,I11.0
5.0,Κ02Α,I13
5.0,Κ02Α,I13.0
5.0,Κ02Α,I21.9
5.0,Κ02Α,I23
5.0,Κ02Α,I24.9
5.0,Κ02Α,I25
5.0,Κ02Α,I39.1*
5.0,Κ02Α,I42
5.0,Κ02Α,I42.0
5.0,Κ02Α,I42.1
5.0,Κ02Α,I42.2
5.0,Κ02Α,I42.3
5.0,Κ02Α,I42.4
5.0,Κ02Α,I42.5
5.0,Κ02Α,I42.6
5.0,Κ02Α,I42.7
5.0,Κ02Α,I42.8
5.0,Κ02Α,I43*
5.0,Κ02Α,I46.1
5.0,Κ02Α,I47.0
5.0,Κ02Α,I47.2
5.0,Κ02Α,I49
5.0,Κ02Α,I49.0
5.0,Κ02Α,I49.3
5.0,Κ02Α,I49.4
5.0,Κ02Α,I49.9
5.0,Κ02Α,I50
5.0,Κ02Α,I50.0
5.0,Κ02Α,I50.1
5.0,Κ02Α,I50.9
5.0,Κ02Α,I51.9
5.0,Κ02Α,I52*
5.0,Κ02Α,I52.0*
5.0,Κ02Α,I52.1*
5.0,Κ02Α,I52.8*
5.0,Κ02Α,J93
5.0,Κ02Α,J95
5.0,Κ02Α,T81
5.0,Κ02Α,T82
5.0,Κ02Α,W84
5.0,Κ02Α,Y60
5.0,Κ02Α,Y61
5.0,Κ02Α,Y62
5.0,Κ02Α,Y63
5.0,Κ02Α,Y64
5.0,Κ02Α,Y65
5.0,Κ02Α,Y69
5.0,Κ02Α,Y84
5.0,Κ02Α,Y95
5.0,Κ02Α,I31.2
5.0,Κ02Α,I31.3
5.0,Κ02Α,I31.9
5.0,Κ02Α,I33
5.0,Κ02Α,I33.0
5.0,Κ02Α,I38
5.0,Κ02Α,I39*
5.0,Κ02Α,I82
5.0,Κ02Α,I82.2
5.0,Κ02Α,I82.8
5.0,Κ02Α,I95
5.0,Κ02Α,I97
5.0,Κ02Α,I98.1*
5.0,Κ02Α,J93
5.0,Κ02Α,J94.0
5.0,Κ02Α,J94.2
5.0,Κ02Α,J94.8
5.0,Κ02Α,J95
5.0,Κ02Α,J95.8
5.0,Κ02Α,J95.9
5.0,Κ02Α,T80.0
5.0,Κ02Α,T80.5
5.0,Κ02Α,T81
5.0,Κ02Α,T81.0
5.0,Κ02Α,T81.1
5.0,Κ02Α,T81.2
5.0,Κ02Α,T81.3
5.0,Κ02Α,T81.4
5.0,Κ02Α,T81.5
5.0,Κ02Α,T81.6
5.0,Κ02Α,T81.7
5.0,Κ02Α,T81.8
5.0,Κ02Α,T82.1
5.0,Κ02Α,T82.7
5.0,Κ02Α,T82.8
5.0,Κ02Α,T82.9
5.0,Κ02Α,Y61
5.0,Κ02Α,Y62
5.0,Κ02Α,Y62.5
5.0,Κ02Α,Y62.6
5.0,Κ02Α,Y62.8
5.0,Κ02Α,Y62.9
5.0,Κ02Α,Y63
5.0,Κ02Α,Y63.0
5.0,Κ02Α,Y63.1
5.0,Κ02Α,Y63.2
5.0,Κ02Α,Y63.3
5.0,Κ02Α,Y63.6
5.0,Κ02Α,Y63.8
5.0,Κ02Α,Y63.9
5.0,Κ02Α,Y64
5.0,Κ02Α,Y64.0
5.0,Κ02Α,Y64.1
5.0,Κ02Α,Y64.8
5.0,Κ02Α,Y64.9
5.0,Κ02Α,Y65
5.0,Κ02Α,Y65.0
5.0,Κ02Α,Y65.1
5.0,Κ02Α,Y66
5.0,Κ02Α,Y69
5.0,Κ02Α,Y84
5.0,Κ02Α,Y88.0
5.0,Κ02Α,Y88.1
5.0,Κ02Α,Y88.2
5.0,Κ02Α,Y88.3
5.0,Κ12Μ,Q20
5.0,Κ12Μ,Q24
5.0,Κ12Μ,R95
5.0,Κ12Μ,R98
5.0,Κ12Μ,G70
5.0,Κ12Μ,G71
5.0,Κ12Μ,G71.0
5.0,Κ12Μ,G71.1
5.0,Κ12Μ,G71.2
5.0,Κ12Μ,G72
5.0,Κ12Μ,I11.0
5.0,Κ12Μ,I13
5.0,Κ12Μ,I13.0
5.0,Κ12Μ,I21.9
5.0,Κ12Μ,I23
5.0,Κ12Μ,I24.9
5.0,Κ12Μ,I25
5.0,Κ12Μ,I35.2
5.0,Κ12Μ,I39.1*
5.0,Κ12Μ,I42
5.0,Κ12Μ,I42.0
5.0,Κ12Μ,I42.1
5.0,Κ12Μ,I42.2
5.0,Κ12Μ,I42.3
5.0,Κ12Μ,I42.4
5.0,Κ12Μ,I42.5
5.0,Κ12Μ,I42.6
5.0,Κ12Μ,I42.7
5.0,Κ12Μ,I42.8
5.0,Κ12Μ,I43*
5.0,Κ12Μ,I44
5.0,Κ12Μ,I44.0
5.0,Κ12Μ,I44.1
5.0,Κ12Μ,I44.2
5.0,Κ12Μ,I44.3
5.0,Κ12Μ,I44.4
5.0,Κ12Μ,I44.5
5.0,Κ12Μ,I44.6
5.0,Κ12Μ,I44.7
5.0,Κ12Μ,I45
5.0,Κ12Μ,I45.0
5.0,Κ12Μ,I45.1
5.0,Κ12Μ,I45.2
5.0,Κ12Μ,I45.3
5.0,Κ12Μ,I45.4
5.0,Κ12Μ,I45.5
5.0,Κ12Μ,I45.8
5.0,Κ12Μ,I45.9
5.0,Κ12Μ,I46
5.0,Κ12Μ,I46.0
5.0,Κ12Μ,I46.1
5.0,Κ12Μ,I46.9
5.0,Κ12Μ,I47.1
5.0,Κ12Μ,I47.2
5.0,Κ12Μ,I49.5
5.0,Κ12Μ,I49.8
5.0,Κ12Μ,I49.9
5.0,Κ12Μ,I50
5.0,Κ12Μ,I50.0
5.0,Κ12Μ,I50.1
5.0,Κ12Μ,I50.9
5.0,Κ12Μ,I51.9
5.0,Κ12Μ,I52*
5.0,Κ12Μ,I52.0*
5.0,Κ12Μ,I52.1*
5.0,Κ12Μ,I52.8*
5.0,Κ12Μ,I98.1*
5.0,Κ12Μ,P29.1
5.0,Κ12Μ,Q24.6
5.0,Κ12Μ,J93
5.0,Κ12Μ,J95
5.0,Κ12Μ,T81
5.0,Κ12Μ,T82
5.0,Κ12Μ,W84
5.0,Κ12Μ,Y60
5.0,Κ12Μ,Y61
5.0,Κ12Μ,Y62
5.0,Κ12Μ,Y63
5.0,Κ12Μ,Y64
5.0,Κ12Μ,Y65
5.0,Κ12Μ,Y69
5.0,Κ12Μ,Y84
5.0,Κ12Μ,Y95
5.0,Κ12Μ,I31.2
5.0,Κ12Μ,I31.3
5.0,Κ12Μ,I31.9
5.0,Κ12Μ,I33
5.0,Κ12Μ,I33.0
5.0,Κ12Μ,I38
5.0,Κ12Μ,I39*
5.0,Κ12Μ,I82
5.0,Κ12Μ,I82.2
5.0,Κ12Μ,I82.8
5.0,Κ12Μ,I95
5.0,Κ12Μ,I97
5.0,Κ12Μ,I98.1*
5.0,Κ12Μ,J93
5.0,Κ12Μ,J94.0
5.0,Κ12Μ,J94.2
5.0,Κ12Μ,J94.8
5.0,Κ12Μ,J95
5.0,Κ12Μ,J95.8
5.0,Κ12Μ,J95.9
5.0,Κ12Μ,T80.0
5.0,Κ12Μ,T80.5
5.0,Κ12Μ,T81
5.0,Κ12Μ,T81.0
5.0,Κ12Μ,T81.1
5.0,Κ12Μ,T81.2
5.0,Κ12Μ,T81.3
5.0,Κ12Μ,T81.4
5.0,Κ12Μ,T81.5
5.0,Κ12Μ,T81.6
5.0,Κ12Μ,T81.7
5.0,Κ12Μ,T81.8
5.0,Κ12Μ,T82.1
5.0,Κ12Μ,T82.7
5.0,Κ12Μ,T82.8
5.0,Κ12Μ,T82.9
5.0,Κ12Μ,Y61
5.0,Κ12Μ,Y62
5.0,Κ12Μ,Y62.5
5.0,Κ12Μ,Y62.6
5.0,Κ12Μ,Y62.8
5.0,Κ12Μ,Y62.9
5.0,Κ12Μ,Y63
5.0,Κ12Μ,Y63.0
5.0,Κ12Μ,Y63.1
5.0,Κ12Μ,Y63.2
5.0,Κ12Μ,Y63.3
5.0,Κ12Μ,Y63.6
5.0,Κ12Μ,Y63.8
5.0,Κ12Μ,Y63.9
5.0,Κ12Μ,Y64
5.0,Κ12Μ,Y64.0
5.0,Κ12Μ,Y64.1
5.0,Κ12Μ,Y64.8
5.0,Κ12Μ,Y64.9
5.0,Κ12Μ,Y65
5.0,Κ12Μ,Y65.0
5.0,Κ12Μ,Y65.1
5.0,Κ12Μ,Y66
5.0,Κ12Μ,Y69
5.0,Κ12Μ,Y84
5.0,Κ12Μ,Y88.0
5.0,Κ12Μ,Y88.1
5.0,Κ12Μ,Y88.2
5.0,Κ12Μ,Y88.3
5.0,Κ17Μ,Q20
5.0,Κ17Μ,Q24
5.0,Κ17Μ,R95
5.0,Κ17Μ,R98
5.0,Κ17Μ,G70
5.0,Κ17Μ,G71
5.0,Κ17Μ,G71.0
5.0,Κ17Μ,G71.1
5.0,Κ17Μ,G71.2
5.0,Κ17Μ,G72
5.0,Κ17Μ,I11.0
5.0,Κ17Μ,I13
5.0,Κ17Μ,I13.0
5.0,Κ17Μ,I21.9
5.0,Κ17Μ,I23
5.0,Κ17Μ,I24.9
5.0,Κ17Μ,I25
5.0,Κ17Μ,I35.2
5.0,Κ17Μ,I39.1*
5.0,Κ17Μ,I42
5.0,Κ17Μ,I42.0
5.0,Κ17Μ,I42.1
5.0,Κ17Μ,I42.2
5.0,Κ17Μ,I42.3
5.0,Κ17Μ,I42.4
5.0,Κ17Μ,I42.5
5.0,Κ17Μ,I42.6
5.0,Κ17Μ,I42.7
5.0,Κ17Μ,I42.8
5.0,Κ17Μ,I43*
5.0,Κ17Μ,I44
5.0,Κ17Μ,I44.0
5.0,Κ17Μ,I44.1
5.0,Κ17Μ,I44.2
5.0,Κ17Μ,I44.3
5.0,Κ17Μ,I44.4
5.0,Κ17Μ,I44.5
5.0,Κ17Μ,I44.6
5.0,Κ17Μ,I44.7
5.0,Κ17Μ,I45
5.0,Κ17Μ,I45.0
5.0,Κ17Μ,I45.1
5.0,Κ17Μ,I45.2
5.0,Κ17Μ,I45.3
5.0,Κ17Μ,I45.4
5.0,Κ17Μ,I45.5
5.0,Κ17Μ,I45.8
5.0,Κ17Μ,I45.9
5.0,Κ17Μ,I46
5.0,Κ17Μ,I46.0
5.0,Κ17Μ,I46.1
5.0,Κ17Μ,I46.9
5.0,Κ17Μ,I47.1
5.0,Κ17Μ,I47.2
5.0,Κ17Μ,I49.5
5.0,Κ17Μ,I49.8
5.0,Κ17Μ,I49.9
5.0,Κ17Μ,I50
5.0,Κ17Μ,I50.0
5.0,Κ17Μ,I50.1
5.0,Κ17Μ,I50.9
5.0,Κ17Μ,I51.9
5.0,Κ17Μ,I52*
5.0,Κ17Μ,I52.0*
5.0,Κ17Μ,I52.1*
5.0,Κ17Μ,I52.8*
5.0,Κ17Μ,I98.1*
5.0,Κ17Μ,P29.1
5.0,Κ17Μ,Q24.6
5.0,Κ17Μ,J93
5.0,Κ17Μ,J95
5.0,Κ17Μ,T81
5.0,Κ17Μ,T82
5.0,Κ17Μ,W84
5.0,Κ17Μ,Y60
5.0,Κ17Μ,Y61
